zip,city,city_t,canton
7003,Chur Postauto,Chur Postauto,GR
3024,Bern,Bern,BE
1017,Lausanne Veillon,Lausanne Veillon,VD
3030,Bern,Bern,BE
1031,Mex VD,Mex VD,VD
1734,Tentlingen,Tentlingen,FR
1029,Villars-Ste-Croix,Villars-Ste-Croix,VD
9101,Herisau,Herisau,AR
3044,Innerberg,Innerberg,BE
8317,Tagelswangen,Tagelswangen,ZH
6908,Massagno Caselle,Massagno Caselle,TI
6009,Luzern,Luzern,LU
5232,Villigen PSI,Villigen PSI,AG
6349,Baar,Baar,ZG
1653,Châtel-Montsalvens,Chatel-Montsalvens,FR
1730,Ecuvillens,Ecuvillens,FR
1428,Mutrux,Mutrux,VD
1047,Oppens,Oppens,VD
2027,Montalchez,Montalchez,NE
2933,Damphreux,Damphreux,JU
8543,Bertschikon,Bertschikon,ZH
3632,Niederstocken,Niederstocken,BE
8774,Leuggelbach,Leuggelbach,GL
4584,Gächliwil,Gachliwil,SO
5058,Wiliberg,Wiliberg,AG
3940,Steg VS,Steg VS,VS
9498,Planken,Planken,FL
8801,Thalwil,Thalwil,ZH
6341,Baar,Baar,ZG
6342,Baar,Baar,ZG
9029,St. Gallen,St. Gallen,SG
1709,Fribourg,Fribourg,FR
8879,Pizolpark (Mels),Pizolpark (Mels),SG
8118,Pfaffhausen,Pfaffhausen,ZH
5601,Lenzburg Sonderdst,Lenzburg Sonderdst,AG
9028,St. Gallen,St. Gallen,SG
9027,St. Gallen,St. Gallen,SG
1811,Vevey,Vevey,VD
3609,Thun,Thun,BE
1775,Mannens,Mannens,FR
8106,Adlikon b.Regensdf,Adlikon b.Regensdf,ZH
8070,Zürich,Zurich,ZH
8071,Zürich CS PZ,Zurich CS PZ,ZH
1631,Bulle,Bulle,FR
3040,Bern,Bern,BE
4040,Basel,Basel,BL
6007,Luzern,Luzern,LU
8759,Netstal,Netstal,GL
9020,St. Gallen,St. Gallen,SG
4573,Lohn-Ammannsegg,Lohn-Ammannsegg,SO
9026,St. Gallen K AG,St. Gallen K AG,SG
6031,Ebikon,Ebikon,LU
6021,Emmenbrücke 1,Emmenbrucke 1,LU
6391,Engelberg,Engelberg,OW
6281,Hochdorf,Hochdorf,LU
6011,Kriens,Kriens,LU
6061,Sarnen 1,Sarnen 1,OW
6371,Stans,Stans,NW
6431,Schwyz,Schwyz,SZ
9025,St. Gallen Quelle,St. Gallen Quelle,SG
6907,Lugano 7 Caselle,Lugano 7 Caselle,TI
1240,Genève,Geneve,GE
9471,Buchs SG 1,Buchs SG 1,SG
9401,Rorschach,Rorschach,SG
9501,Wil SG 1,Wil SG 1,SG
4509,Solothurn,Solothurn,SO
4070,Basel,Basel,BS
6602,Muralto,Muralto,TI
6161,Entlebuch,Entlebuch,LU
9201,Gossau SG,Gossau SG,SG
8510,Frauenfeld,Frauenfeld,TG
3050,Bern,Bern,BE
8086,Zürich R Digest,Zurich R Digest,ZH
8085,Zürich Versich.,Zurich Versich.,ZH
2075,Thielle,Thielle,NE
1068,Les Monts-de-Pully,Les Monts-de-Pully,VD
2010,Neuchâtel OFS,Neuchatel OFS,NE
8285,Kreuzlingen Ifolor,Kreuzlingen Ifolor,TG
4039,Basel,Basel,BS
2510,Biel/Bienne DistBa,Biel/Bienne DistBa,BE
8210,Schaffhausen DistB,Schaffhausen DistB,SH
9510,Wil SG Dist Ba,Wil SG Dist Ba,SG
5018,Erlinsbach,Erlinsbach,AG
1310,Daillens Dist Ba,Daillens Dist Ba,VD
8098,Zürich,Zurich,ZH
8066,Zürich,Zurich,ZH
4620,Härkingen PZ,Harkingen PZ,SO
8183,Bülach Dist Ba,Bulach Dist Ba,ZH
8325,Effretikon Dist Ba,Effretikon Dist Ba,ZH
8520,Frauenfeld PZ,Frauenfeld PZ,TG
8343,Hinwil Dist Ba,Hinwil Dist Ba,ZH
8087,Zürich,Zurich,ZH
4078,Basel Reader's D.,Basel Reader's D.,BS
9024,St. Gallen,St. Gallen,SG
4609,Olten,Olten,SO
8015,Zürich 15,Zurich 15,ZH
1818,Montreux Redoute,Montreux Redoute,VD
8540,Frauenfeld ST PP 1,Frauenfeld ST PP 1,TG
8530,Frauenfeld CALL,Frauenfeld CALL,TG
4640,Härkingen ST PP 1,Harkingen ST PP 1,SO
4630,Härkingen CALL,Harkingen CALL,SO
1330,Daillens CALL,Daillens CALL,VD
1320,Daillens ST PP 1,Daillens ST PP 1,VD
1440,Montagny-Chamard,Montagny-Chamard,VD
4065,Basel SBB Cargo AG,Basel SBB Cargo AG,BS
8075,Zürich,Zurich,ZH
4080,Basel,Basel,BS
6039,Root Längenbold,Root Langenbold,LU
4034,Basel 34 Breite,Basel 34 Breite,BS
4035,Basel,Basel,BS
4089,Basel,Basel,BS
8068,Zürich,Zurich,ZH
3071,Ostermundigen Zust,Ostermundigen Zust,BE
4033,Basel,Basel,BS
4081,Basel,Basel,BS
4082,Basel,Basel,BS
3039,Bern PF OC,Bern PF OC,BE
4042,Basel PF OC,Basel PF OC,BL
4083,Basel,Basel,BS
4084,Basel,Basel,BS
4085,Basel,Basel,BS
4086,Basel,Basel,BS
4087,Basel,Basel,BS
4088,Basel,Basel,BS
8081,Zürich,Zurich,ZH
4092,Basel SPI AS 22,Basel SPI AS 22,BS
4093,Basel SPI AS 23,Basel SPI AS 23,BS
4094,Basel SPI AS 24,Basel SPI AS 24,BS
4095,Basel SPI AS 25,Basel SPI AS 25,BS
4096,Basel SPI AS 26,Basel SPI AS 26,BS
8901,Urdorf,Urdorf,ZH
3041,Bern,Bern,BE
6008,Luzern,Luzern,LU
4041,Basel,Basel,BS
9489,Schaan Log,Schaan Log,FL
4551,Derendingen,Derendingen,SO
4075,Basel,Basel,BS
9022,St. Gallen,St. Gallen,SG
8109,Kloster Fahr,Kloster Fahr,AG
1019,Lausanne,Lausanne,VD
1039,Cheseaux Polyval,Cheseaux Polyval,VD
6346,Baar 3,Baar 3,ZG
3085,Wabern Weihnachten,Wabern Weihnachten,BE
1300,Eclépens CC,Eclepens CC,VD
3070,Ostermundigen LZB,Ostermundigen LZB,BE
4621,Härkingen BZ,Harkingen BZ,SO
6590,Cadenazzo (CLL),Cadenazzo (CLL),TI
1919,Martigny Mutuel,Martigny Mutuel,VS
8096,Zürich IBRS local,Zurich IBRS local,ZH
4808,Zofingen PF,Zofingen PF,AG
4807,Zofingen PF,Zofingen PF,AG
1311,Eclépens SC,Eclepens SC,VD
4611,Härkingen SC,Harkingen SC,SO
8011,Zürich Mülligen SC,Zurich Mulligen SC,ZH
8060,Zürich,Zurich,ZH
6333,Hünenberg See,Hunenberg See,ZG
4809,Zofingen PF,Zofingen PF,AG
8059,Zürich 59 EO,Zurich 59 EO,ZH
3017,Bern Zustellung,Bern Zustellung,BE
9301,Wittenbach,Wittenbach,SG
6511,Cadenazzo SC,Cadenazzo SC,TI
8074,Zürich Voice Pub,Zurich Voice Pub,ZH
3029,Bern Entris,Bern Entris,BE
7110,Peiden,Peiden,GR
8012,Zürich,Zurich,ZH
2360,Le Bémont JU,Le Bemont JU,JU
2362,Montfaucon,Montfaucon,JU
2363,Les Enfers,Les Enfers,JU
2364,St-Brais,St-Brais,JU
8970,Urdorf Exchange,Urdorf Exchange,ZH
8812,Horgen Bhf Oberd.,Horgen Bhf Oberd.,ZH
8371,Busswil TG,Busswil TG,TG
9023,St. Gallen,St. Gallen,SG
1953,Sion RZ,Sion RZ,VS
8030,Zürich,Zurich,ZH
